ID,Sikayet Icerigi
4381,"Kolay gelsin. Kargo şirketinde olan kargom normalde tahmini teslim süresi 2 Temmuz iken durduk yere 3 Temmuz'a alındı. Arayıp nedenini sorduğumda kargonun Aydın'da olduğunu, Kuşadası şubesine yarın gelip teslim edileceği söylendi. Her şeyi anlıyorum, çok saygı duyuyorum işinize. Fakat sabah 9 akşam 22.00 çalışan bir kargo şirketi, Aydın'dan Kuşadası'na kargoyu getirip teslim edemiyor mu bu saat aralığında? Aydın-Kuşadası arası 1-1.5 saat, gerçekten akıl alır gibi değil."
4382,"Exxen'de Öğrenci Evi 2. sezon çıkacak dediler. Benim 3 yıldır beklediğim bir diziydi ama çıkacak çıkacak, nereye kadar bekleyeceğiz? Lütfen bilen biri veya Exxen yönetim üyeleri bir şekilde iletişime geçebilir mi? Ben o dizinin 2. sezonunun gelmesini istiyorum."
4383,"Temu sitesinden sipariş verdim siparişin bir kısmını 25 Haziran 2024 tarihinde iptal ettim temu tarafından iade maili anında geldi ancak VakıfBank hala karta ücreti iade etmedi. 145,54 TL ücretin 4934 ile biten VakıfBank Galatasaray bankomat kartıma iadesinin bir an önce yapılmasını talep ediyorum. İade referans numarası gösterir görsel ektedir."
4384,"Novstrap satıcısından watch kordon aldım, ucu turuncu olan fakat ucu gri renkli, kenarları da gri ve koyu yeşil pek satılmayan ürün göndermişler. Trendyol'da 110 TL'ye satılan kordona 314 TL para verdim. 3 bin tl'ye tamamlansın, kampanyam işlesin diye fakat 3 katı para verdiğim halde yanlış, satılmayan ürün gönderilmiş. İade edin deniyor. İade durumunda kampanya şartım bozulduğundan komple 300 TL boşuna gidiyor. Pazarama üzerinden almıştım. Yanlış ürün gönderiyor."
4385,"Merhabalar; Çiçek Sepeti adlı firmadan vermiş olduğum çiçek siparişi görseli paylaşılanla alakası olmayan, normal bir çiçekçinin çöpe atacağı bitki ve çiçeklerle hazırlanarak gönderilmiş. Daha önce de içinde 5 adet gül bulunan aranjmanı satın aldığımda gül olmayan bir ürün göndermişlerdi. Bir de dalga geçer gibi 5 gül yerine özür mahiyetinde 1 adet gül promosyon vermişlerdi. Anladığım Çiçek Sepeti lakayıt insanların çalıştığı alışveriş yapılmayacak bir kenar mahalle DÜKKAN'ı. Benim bu firmadan bir talebim yok. Sadece insanlarımızı uyarmak istedim. İyi günler..."
4386,Metro turizmden Ankara- Göreme Arası bilet aldım ama beni Nevşehir'de indirip aktarma yapmak zorunda bıraktılar. Aktarma için en az 1 saat terminalde bekledim ve ayarladıkları araç Kamil Koç firmasının sefer otobüslerinden biriydi. Boş bulduğunuz bir yere oturun dediler. Paramız ile rezil olduk.
4387,"Temerrüte düşmüş borcum olmadığı halde, ödemelerim düzenli olduğu halde kredi notum neden yükselmiyor? Kriterleriniz nedir? Bu notu neye göre ayarlıyorsunuz? Ülkedeki bütün kurumlar gibi siz de ahlaki değerlerinizi kaybetmişsiniz. Kurumların tamamı liyakat yoksunu şahıslarla dolu. Acil cevap bekliyorum."
4388,Avon.com.tr üzerinden 01/07/2024 tarihinde öğleden önce sipariş verdim. Saat 16:00 a kadar sipariş verilirse aynı gün kargoya verilir yazıyordu. 02/07/2024 tarihinde aradığımda ise yoğunluk olduğundan dolayı henüz kargoya verilmediğini belirttiler. Şehir dışına çıkacağımdan dolayı siparişimin hemen elime ulaşmasını istiyorum. Konu hakkında gereğinin yapılmasını rica ederim.
4389,"1-) kolay gelsin firması ile bugün elime ulaşmasını beklediğim 1 adet kargo ve bu kargonun içerisinde 1 adet modem mevcut. 2-) Gün içerisinde kolay gelsin firmasından tarafıma gönderilen bilgilendirme SMS leri üzerinden, ""Evimdeyim, Evdeyim"" şeklinde bir buton ile evde olduğumu doğruladım. 3-) Kargo dağıtımından sorumlu olan görevli sokakta yol çalışması olduğunu beyan etmiş. Beni aradığını ve ulaşamadığını söylemiş. 4-) Ancak sokak üzerinde yolu doğrudan kapatan bir yol çalışması yok. Yolun kenarında bir çalışma var ve bu yolun kapalı olduğu iddia edilen kısmın arka tarafında araçlar mevcut. Park edilebilecek noktalarda mevcut. Arama yapıldığı iddia ediliyor ancak benim tarafıma herhangi bir arama yapılmadı. Hatta oluşan benden kaynaklı bir problem olmadığını da sipariş ettiğim modemin elimde olmaması ve bundan dolayı telefonumdan interneti paylaşarak çalıştığım için teyit edebiliyorum."
4390,"Nişantaşı Shoes'dan Instagram üzerinden terlik siparişinde bulundum. Kargo zaten 15 günde elime ulaştı. Yetmezmiş gibi başkasının kumsalda giydiği, kenarları kum dolu ürünü göndermişler. Ürünün kullanılmış olması sebebiyle iade gerçekleştirdiğimde, para iadem yapılmadan ürün kullanılmış diye bana geri gönderildi. Alışveriş yapmak isteyenler bence bir kez daha düşünsün."
4391,2 aboneliğimden birini kapatmak istiyorum her gün sistemsel güncelleme var diyorlar. Sorunu çözemediler. İkisini de kapatmayı düşünüyorum. Telefonla aradığımda menüde kayboluyorum. D Smart eaki kalitesini maalesef kaybetti. İki abonelikte adreslerde karışık.
4392,21/09/2022 tarihinde Evkur'dan alınma Viomi V5 Pro model robot süpürgemizin sesi değişmesi üzerine garantiye götürdük. Ürünün inceleneceği söylendi ve bizi aradıklarında ürünün içerisinde toz olduğu ve bunun ücretli olarak tamir edileceği söylendi. Biz ürünümüzün gerekli bakımlarını zamanında yaptık. Bizden içerisindeki vidalarını açıp öyle temizlememizi istiyorlar fakat öyle bir durumda da ürünü garanti dışı yapıyorlar. Ürünümüzün garantisi devam ettiği halde bizden 450 TL temizleme parası talep ettiler. İlgili markanın gereken hassasiyeti göstermesini bekliyoruz.
4393,"Kedim için Sunexpress'ten bilet satın almak istedim ve yavru olduğunu söyledim. Aşısının ve yavru olmasının sorun olmayacağını söyleyerek bilet sattılar. Uçağa kedim alınmadı ve ben geri para iadesi istedim, yatırılacağını söylediler fakat yatırmadılar. Kesinlikle bir daha tercih etmem."
4394,"Trendyol Express'ten ürün siparişi verdim. 27/06/2024 tarihinde kargo verilmiş, tahmini teslimat süresi 02/07/2024 olarak belirtilmiş. Fakat tahmini süre tarihinde aradığımda kargo Ankara'da gözüküyor, ne zaman geleceği belli değil. Aracı firma olan Mavi Store'u aradığımda 'Kargo bizimle alakalı değil' deyip işten çıkıyorlar. Sonuç olarak ödeme yapıldı, kargo ortada yok, muhatap kimse yok. Bekle kargo gelsin, o da umarım sağlam gelir. Kargo takip no: 8507891654 Satıcı: Mavi Store Mağdur: Uğur Ü**** Kargo firması: Trendyol Express"
4395,"VFS Global, 25.06.2024 tarihinde randevumuz vardı. Şimdi vize durumunu takip etmek istediğimde, siteye referans numarasını doğru girmeme rağmen geçersiz oluyor. Vize durumumu öğrenmek istiyorum. Rica ediyorum, bu durum ile ilgilenirseniz sevinirim."
4396,"Her ev hüsran İstikbal ile maalesef 2 yıl olmadı yemek masası aldık. Doğal ağaç diye aldığımız masa, biz öyle biliyorduk, kaplama çıktı, boyası attı. Yazık, biz de bunu doğal sanmıştık. Yine yanıltmaca, yine hüsran. İstikbal olunca şaşırmıyorum artık. Çok güzel mağdur ediyorlar. Helal olsun."
4397,"Düzce Taşköprü mevkii Halkmar marketten iki adet çarşaf aldım. Çarşaflar sepette yazdığının aksine küçük çıktı. Geriye iade için gittiğimde, kasadaki arkadaşa sorunu anlattım ve iade talep ettim. Tek bir kelime cevap vermeden parayı uzattı. Bana sanki 'Hadi sus, al git paranı' dermişçesine davrandı. Böyle kasiyerleri nereden buluyorsunuz, aklım almıyor."
4398,"BİM Kuba Speedlight 2022 model akü ve fren sorunu Merhaba, ben 12 yaşındayım ve 10 yaşımdan beri elektrikli bisiklet istiyordum. 8-9 ay önce BİM'den Kuba Speedlight modelini satın aldık. 2023'ün Temmuz ayı gibi aldık ama 2022 model verildi. Sonra bisikleti kurdurduk ve 2-3 hafta kullandım, menzili maksimum 19 km gidiyordu. Aylar geçtikçe menzil azaldı, şu anda yaklaşık 12 km gidiyor. Aküden sonra frenleri de aşırı kötü hale geldi. Dün değiştirmeye gittik, bisikletçi 800 TL aldı. Bu bisikleti almak pişmanlık oldu ama aynısı arkadaşımda var ve onun aküsü 35 km gidiyor. Aynı anda dışarı çıkınca benim aküm 1 saate biterken onunki 2 gün gidiyor."
4399,Hesabım kapandı neden bilmiyorum. Açılmasını istiyorum. Hesap kapatıldı diyor Kurtarmak için hesaba girdiğimdede kimlik doğrulama başarısız oldu diyor Allah aşkına yardım edin hesaba çok para yatırdım hiçbir şey yokken ban yedi lütfen yardım edin Supercell bana yardım et
4400,"Ankara Yaşamkent'te oturduğum sitenin içinde Turkcell çekmiyor. Sinyal alamıyorum. Dodurga Mahallesi 5129. Cadde No:5/36 Beta-2 Tepe Villaları Sitesi Yaşamkent / Çankaya / Ankara'da ikamet ediyorum. Telefonumda sinyal bir çentik görünüyor veya hiç servis alamıyorum. Sadece bina içinde değil, çevrede de durum böyle. Evde otururken kimse bana ulaşamıyor, arama yapamıyorum. Bir çentikle çeken internet de dolayısıyla sürekli kesiliyor, sürekli Edge'e düşüyor ve kullanılamaz hale geliyor. Bunları Türkiye'nin ücra bir köşesinde değil, başkentte Yaşamkent'te yaşıyorum. Diğer operatörler bile daha iyi çekim sunarken Turkcell'in burada neden sinyal kalitesini artırmadığını ve Turkcell'e şikayet ilettiğimizde de olumsuz dönüş yapıldığını anlayamıyorum. 2024'te ateşle değil, tüm insanların yaptığı gibi telefonla haberleşmeye devam etmek istediğim için şikayetimi yineliyorum. Saygılarımla"
4401,"1 Mayıs 2024'de Gündoğdu Mobilya İzmir - Çiğli şubesinden 2 adet genç odası aldım. Aydın ili Efeler ilçesine getirerek montajını yaptılar. Montaj sonrasında tespit ettiğim problemleri fotoğraflayıp Gündoğdu Mobilyanın İzmir Çiğli şubesine ve genel merkezine bildirdim. Bugün 2 Temmuz olmasına rağmen problemler halen giderilmedi. Müşteri hizmetlerini aradığımda cevap vermiyorlar, mağazayı aradığımda oyalayıcı cevapları oluyor. Gündoğdu Mobilyadan alışveriş yaptığım için son derece pişmanım. Bu durumu da birçok kişiyle paylaşıyorum. Gündoğdu Mobilya İzmir Çiğli mağazasının önüne gidip, mağazaya gelen müşterilere yaşadığım problemleri anlatıp fotoğraflarını göstereceğim. Problemimin çözülmesini istiyorum."
4402,Trabzon Medical Park Karadeniz Hastanesi'nde 3. kat 301 numaralı odada bugün sabah saatlerinde kızım ameliyat oldu. Ameliyattan çıkınca kusunca kusma torbası istedim. Onun yerine çöp poşeti verdiler. Her bir şeye para alıyorlar ama kocaman özel hastanede kusma torbası yok.
4403,Bambu Boxer iç çamaşırı olarak satın alınan ürün farklı ve alakasız geldi. Https:/ /bambooboxer. Online/? Fbclid=IwZXh0bgNhZW0CMTEAAR2n9YNwRXO3m7g26qVZ9PLU_ZTOL0o1epjDFW857fM9IxycQDYDhyDSXLE_aem_B_AFiKn2pOe13sVnNUq9Sg &sfnsn =scwspwa
4404,Instagram hesabım haksız yere kapatıldı. Açılmasını istiyorum. Hesabımda sadece mizah içerikli ve Türk ulusunun egemenliği için yaptığım paylaşımlardan dolayı hesabım bir anda kalıcı olarak kapatıldı. Ancak bu tamamen haksız bir durum. Kullanıcı adım s***.
4405,"Yunbey denen şirketten boxer külot siparişi verdim. Facebook üzerinden resimlerde belirtilen ürün ile hiçbir alakası yoktur. Gelen kırmızı Calvin Klein daracık külotlar geldi. Kalitesiz, paramı iade istiyorum. Bunun gibi insanlara ceza verilmeli. Ücret iadesi istiyorum."
4406,"Elektrikli şofbenimizi 13 Haziran'da garanti kapsamında arızaya gönderdik, Antalya Egem Teknik servislerine. Şofbeni arıza giderildi diyerek 25 Haziran'da teslim ettiler ancak arıza hala devam ediyordu. Arıza yok deyip durdular ancak arıza devam ediyor. Yaklaşık bir haftadır da hem kendilerini hem teknik servisi arayarak bir çözüm bulmaya çalışıyorum. En sonunda bir parça istediklerini ve beklememiz gerektiğini söylediler. Madem arıza yoktu neden parça istediler, parçayı istemeleri neden 20 günü buldu. Parçanın ne zaman geleceği, sorunun ne zaman çözüleceği de hala belli değil. Her aradığımda gerekli maillerin atıldığı ve geri dönüş yapılacağı söyleniyor ama geri dönüş yapan kimse de yok."
4407,"Gittiğimiz otelde sürekli küfürlü konuşma ve ilgisizlik vardı, sadece yabancı müşterilere özel ilgi gösteriliyordu. Şefleri bile küfür eden bir otelden başka bir şey beklenemezdi zaten. Üçüncü kez gittiğimiz ve bu kez balayı çifti olarak gitmiştik, ne yazık ki hüsrana uğradık. Daha gider miyiz? Hayır, kesinlikle gitmeyiz. Sadece yabancı müşterilere özen gösterilen, Türk müşterilerini önemsemeyen bir otel olmuş."
4408,Kahve makinesi aldım kendi kendine alt kısmı açıldı yetkili servise ulaşılamıyor. Kesinlikle hiç muhatap yok. WhatsApp numarası hiç çalışmıyor. Ciddi mağduriyet yaşatıyor. Bu konuda firmayla nasıl iletişim kurabilirim ne yapılabilir. Yetkili servis telefonlarına bakabilir mi? Teşekkürler...
4409,"Bilgim dışında kredi kartımdan Moka Zara Home/İstanbul adli firmadan 234,95 lira çekim yapılmıştır. Böyle bir harcamam yoktur. Seyit bursalı Uğurludağ/Çorum Şubesi Ziraat Bankası. Bir an önce hatanın giderilerek işlemin iade edilmesini talep ediyorum"
4410,"21.03.2024 tarihinde Skechers GO Walk Max Walker Augustus Mall of İstanbul AVM'den bir çift ayakkabı aldım. Ayakkabıyı çok seyrek giymeme rağmen, fotoğrafta görüldüğü gibi üst kısımda açılma oldu. İnceleme için mağazaya verdik ama kullanıcı hatası diye iade ettiler. Bu kısma ayak bile değmiyor, nasıl kullanıcı hatası dersiniz? Yaptığınız işin kalitesi ortada. Buraya yazmamdaki amaç insanları bilgilendirmek. Umarım bu yorum ve fotoğraf sizi mağdur eder."
4411,25 Temmuz 2023 tarihinde Aslan gruptan 2 adet jel akü satın aldım. 2 yıl garantisi olmasına rağmen bir yılı doldurmadan aküler çalışmaz duruma geldi. 12 Haziran 2024 tarihinde Aslan grubu aküleri teslim ettim. Test yapılacak dediler 24 Haziran'a kadar beklettiler. Bundan sonra bana ne test sonuçlarını verdiler ne de Yeni akü verdiler. Bir adet değişik bir marka akü ve benim akülerin eski bir tane verdiler. Onlar da görev yapmıyor. Problemin çözülmesini istiyorum.
4412,11 tane ürün sipariş vermiştim 10 tanesi doğru teslim geldi son siparişim geldiğinde teslim kodu verdim apartmana bırakıldığını söyledi kurye. Aşağıya indiğimde paketim yoktu karşıda market var oraya sordum yok dediler yanlış bir apartmana bırakılmış kargom ve iade yapmıyorlar. Elimde olmayan bir ürüne neden para vereyim kuryenin hatasından. Lütfen iademi yapın.
4413,"Ne zaman ekmek arası sipariş versem, ekmekler sürekli bayat geliyor. Müşteri hizmetlerini uyarmama rağmen dikkate alınmıyor. Bayat!"
4414,"02.07.2024 Salı sabah saat 10 civarı geldiğini iddia eden İGDAŞ personeli neden beni aramadan adresten ayrılıyor? E-mail geldikten hemen sonra müşteri hizmetlerini aradım, bugün iş yerinden izin aldığımı, ekipleri beklediğimi söylüyorum. Bugün olmaz, başka gün gelebilirler diyorlar. Ben bir işçiyim, her defasında izin alamam diyorum, anlamıyorlar. Ayrıca şu anda evde sıcak su yok, yemek gaz olmadığı için yapamıyorum. Ne anlayışsız bir kurum."
4415,Yeni hat aldım ama aktivasyon sırasında eksik evraktan dolayı bayiye gitmem gerekiyor diye defalarca mesaj aldım. Defalarca Vodafone bayisine gittim işlem tamamdır gelmene gerek yok dediler. Ama her gittikten 2 gün sonra yine mesaj geldi ve sonrasında hattım kısıtlandı. Ben bu hattı ger gün bayilere gitmek için almadım. Gerçekten kötü bir hizmet.
4416,"Merhaba, ev internetim için bir önceki aranmamda hızımın 12 MB olduğunu, 16'ya taşıyacaklarını bildirdiler. Biraz zaman istedikten sonra farklı bir kişi arayıp hızımın zaten 16 MB olduğunu söyledi. Yetkililerin acil aramasını istiyorum. Müşteri temsilcilerine bağlanamıyorum."
4417,"Mecburen taahhüt bittiği için Vodafone'a geçiş yaptım. Reklamlarda dağda, kırda, bayırda, gece gündüz çeker diye reklam yapıyorlar ama Aydın şehir merkezinde Mimar Sinan Mahallesi'nde 3 katlı binanın 2. katında oturuyorum. Telefon çekse internet yok, internet çekse bile hiçbir işe yaramıyor. Bırakın video falan izlemeyi, sinyali yakalasak bile mesaj bile gönderemiyoruz. O kadar kötü çekim gücü yani. Ya reklamlarda abartıp insanları aldatmayın ya da dürüst olup şehir merkezinde bari çekim gücünüzü düzeltin."
4418,"Merhaba, ev internetim için bir önceki aranmamda hızımın 12 MB olduğunu, 16'ya taşıyacaklarını bildirdiler. Biraz zaman istedikten sonra farklı bir kişi arayıp hızımın zaten 16 MB olduğunu söyledi. Yetkililerin acil aramasını istiyorum. Müşteri temsilcilerine bağlanamıyorum."
